EmailAttachments,URLCount,SenderReputation,SuspiciousKeywords,EmailSize,LinkEntropy,DomainRiskScore,AccountAge,PhishingLabel
4,4,53,7,163.05,2.34,0.355,84,1
1,0,102,3,327.27,3.566,0.146,16,1
0,7,180,6,416.75,2.245,0.964,72,1
3,8,151,4,253.52,1.276,0.014,108,1
6,1,191,0,0.0,3.318,0.681,22,1
1,5,117,1,0.0,1.53,0.88,69,0
0,8,50,0,102.54,3.775,0.025,69,1
1,5,99,1,268.98,1.376,0.725,118,0
1,1,79,3,233.82,1.087,0.999,63,0
0,0,21,6,94.16,2.227,0.64,109,1
1,2,55,6,170.69,0.677,0.415,75,1
1,4,144,0,62.8,0.627,0.874,107,0
4,6,170,4,444.63,2.236,0.554,19,1
4,9,122,0,323.53,1.253,0.749,103,0
2,9,194,3,416.76,0.533,0.588,81,0
0,2,135,4,284.7,1.536,0.038,101,0
1,8,120,6,319.78,2.171,0.213,102,1
1,9,65,1,365.38,1.88,0.079,18,1
2,3,0,6,458.61,0.974,0.107,114,0
0,9,126,6,91.29,2.529,0.015,73,1
5,1,0,2,198.93,2.986,0.421,114,1
2,2,166,0,369.06,2.864,0.179,115,0
2,4,68,2,481.26,1.878,0.856,17,0
1,2,107,7,491.36,0.982,0.75,41,0
1,4,0,7,337.15,2.248,0.573,33,1
0,3,110,1,137.12,3.617,0.489,84,0
3,9,154,3,103.64,2.141,0.256,55,0
4,0,113,0,475.72,1.185,0.475,82,0
2,5,188,7,245.27,0.0,0.641,24,0
1,7,97,2,137.67,3.804,0.782,77,1
3,3,141,3,470.25,3.101,0.082,40,0
1,8,162,0,97.04,1.595,0.708,28,0
2,5,95,0,378.31,1.534,0.743,110,0
1,4,0,4,331.37,3.633,0.559,67,1
0,2,42,6,89.48,1.121,0.214,100,1
0,4,96,4,202.44,2.373,0.539,75,0
3,4,92,6,117.47,2.997,0.503,39,1
2,3,107,4,322.02,1.887,0.476,21,0
0,5,122,2,264.7,0.0,0.461,37,0
3,2,0,2,51.92,1.297,0.111,2,0
1,9,79,6,489.07,3.656,0.183,6,1
1,0,29,7,207.31,2.331,0.097,52,1
1,6,121,0,166.19,3.354,0.242,5,1
1,6,77,2,150.1,2.445,0.263,47,1
2,3,194,0,121.47,3.803,0.245,43,0
0,8,162,3,499.61,3.682,0.211,96,1
0,1,28,1,182.8,2.19,0.735,101,0
1,0,32,0,232.48,1.614,0.819,114,0
1,2,170,0,442.11,2.606,0.327,40,0
1,6,180,3,0.0,0.0,0.305,11,1
1,8,156,6,215.91,2.244,0.844,81,1
3,1,150,0,454.25,3.378,0.624,14,1
2,5,92,5,387.38,1.142,0.293,2,0
2,2,135,7,152.56,1.67,0.714,39,0
0,4,172,6,339.68,2.902,0.345,63,1
0,8,144,4,465.08,1.363,0.587,63,1
2,2,0,0,273.41,2.039,0.993,119,0
0,0,90,7,380.13,3.873,0.302,18,1
2,4,183,0,487.0,2.691,0.931,97,1
3,0,108,6,360.69,3.822,0.321,94,1
3,7,39,7,96.1,3.029,0.54,79,1
1,6,100,0,160.05,3.036,0.46,93,1
2,1,109,0,317.79,2.572,0.783,90,0
1,8,38,2,174.0,0.998,0.061,1,1
3,4,184,2,480.89,2.319,0.627,17,0
2,6,131,1,232.41,1.384,0.761,54,0
1,3,150,1,255.75,3.995,0.472,39,0
2,0,126,5,365.72,1.434,0.105,48,0
0,7,140,6,285.91,1.307,0.245,66,1
1,0,111,2,221.97,2.684,0.68,15,0
0,2,166,6,84.49,2.288,0.895,22,0
0,5,193,0,318.4,0.575,0.422,20,0
2,7,99,3,440.41,0.953,0.56,93,0
3,0,50,2,358.59,3.339,0.228,89,1
2,1,0,0,221.67,2.193,0.412,43,0
2,8,132,6,107.48,1.011,0.337,56,1
0,3,53,7,417.35,2.128,0.656,24,1
1,3,50,2,473.79,1.386,0.985,98,0
0,1,158,4,224.72,1.283,0.813,43,0
1,0,25,2,377.89,3.852,0.192,21,1
3,0,46,6,234.84,1.767,0.578,48,1
1,6,26,6,276.02,0.663,0.066,66,1
0,9,68,5,426.41,3.896,0.247,115,1
1,2,0,6,87.54,3.282,0.172,16,1
0,3,79,4,288.65,1.39,0.336,40,1
0,8,52,0,146.58,1.931,0.679,21,1
1,5,66,4,202.91,3.518,0.499,52,1
0,0,191,2,339.99,1.751,0.933,101,0
2,8,138,7,62.25,2.486,0.213,8,1
0,8,46,4,317.22,2.372,0.364,78,1
4,4,41,5,177.55,1.905,0.33,110,1
1,7,66,3,351.27,2.738,0.236,55,1
3,6,112,4,113.71,2.157,0.993,86,1
0,7,195,6,381.12,0.574,0.387,82,1
3,8,177,5,340.54,3.35,0.941,58,1
1,1,21,4,487.06,0.896,0.39,5,1
2,9,162,1,460.06,2.124,0.204,42,0
3,4,66,3,177.49,2.53,0.119,111,1
2,0,46,0,62.29,2.969,0.856,109,1
0,2,46,6,344.92,1.938,0.032,30,1
1,5,160,5,321.3,3.074,0.964,95,1
2,5,164,4,62.34,0.96,0.418,9,0
2,6,0,7,105.2,2.787,0.247,95,1
1,2,29,3,313.12,3.392,0.617,95,1
0,7,140,0,460.32,3.613,0.133,41,1
2,7,52,3,457.93,2.528,0.072,51,1
3,8,184,5,118.17,1.595,0.828,57,1
5,7,145,1,223.06,1.072,0.425,73,0
1,2,27,5,69.44,1.709,0.518,101,1
1,5,180,5,261.17,2.39,0.177,61,0
1,8,154,7,388.89,1.187,0.061,6,1
1,0,181,0,405.49,3.834,0.368,119,0
4,2,90,7,274.55,3.64,0.506,106,1
1,1,154,7,93.14,0.615,0.765,26,0
3,7,60,0,221.61,2.467,0.501,74,1
0,5,137,4,469.45,0.0,0.783,6,1
1,9,74,2,153.33,1.359,0.115,53,1
1,7,26,5,0.0,2.334,0.064,61,1
1,1,103,0,0.0,1.921,0.159,33,0
1,5,165,7,380.11,1.188,0.772,116,0
3,6,190,5,460.49,2.652,0.759,45,1
0,7,97,5,224.65,3.978,0.141,94,1
3,8,187,7,281.57,1.779,0.031,40,1
2,4,72,0,260.33,2.433,0.685,24,0
1,2,0,1,467.49,1.647,0.855,92,0
3,1,168,1,396.2,3.569,0.754,45,0
1,7,132,5,424.15,3.526,0.203,38,1
2,0,76,1,109.89,1.126,0.584,29,0
1,9,110,5,406.33,3.65,0.757,115,1
0,5,65,7,244.84,1.03,0.256,108,1
1,1,173,4,60.5,0.0,0.528,79,0
1,2,110,0,77.04,2.785,0.314,8,0
0,7,171,5,355.06,1.851,0.226,64,1
1,0,152,1,217.41,2.358,0.97,87,0
1,5,189,1,0.0,2.784,0.913,107,0
3,2,121,3,380.42,0.0,0.446,73,0
1,0,125,3,59.76,1.525,0.137,51,0
1,2,190,6,359.1,2.113,0.728,75,0
1,7,147,1,136.56,1.433,0.256,6,0
1,4,51,6,240.16,0.671,0.169,47,1
1,3,25,6,331.13,0.0,0.382,49,1
3,8,0,6,442.72,3.306,0.53,76,1
3,0,0,4,255.24,3.69,0.097,98,1
1,3,48,2,413.82,1.033,0.572,85,0
2,7,53,0,402.33,1.372,0.015,32,1
2,7,26,0,236.54,2.783,0.892,54,1
5,7,100,5,275.44,3.84,0.921,36,1
2,3,96,3,365.22,1.549,0.733,89,0
2,0,77,0,64.02,3.493,0.467,99,1
2,1,104,0,450.87,2.271,0.255,98,0
2,0,178,1,396.42,3.848,0.744,19,0
4,9,92,0,162.24,0.977,0.932,37,0
1,1,64,7,491.53,3.908,0.159,17,1
1,9,66,0,0.0,2.043,0.466,80,1
0,0,96,0,461.34,3.835,0.315,16,0
6,8,92,6,196.01,2.105,0.357,58,1
0,8,187,4,393.42,2.355,0.406,44,1
3,0,135,1,255.37,3.317,0.952,68,1
1,0,49,2,381.41,3.029,0.259,49,1
1,3,90,7,120.1,2.669,0.493,94,1
0,0,164,1,171.28,1.959,0.951,51,0
1,2,122,4,94.94,3.274,0.476,98,1
1,7,152,1,439.31,3.819,0.864,5,1
1,3,123,5,183.33,0.534,0.059,97,0
2,9,141,5,362.51,2.557,0.953,58,1
3,9,148,5,419.1,3.531,0.188,46,1
0,1,50,0,455.64,2.786,0.98,55,1
2,0,182,4,97.83,3.303,0.176,73,1
2,0,128,2,451.86,3.633,0.444,17,1
2,9,91,2,138.76,3.128,0.309,12,1
1,8,177,7,381.61,3.01,0.433,24,1
1,1,146,3,377.98,3.877,0.251,56,0
0,4,104,2,53.83,3.523,0.965,55,0
3,5,0,6,149.28,3.354,0.306,116,1
1,1,75,5,271.36,0.802,0.653,76,1
1,1,46,6,239.02,1.337,0.137,79,1
4,9,21,7,463.36,2.449,0.824,16,1
2,0,93,6,211.88,2.983,0.543,87,1
6,7,83,5,471.64,1.561,0.979,82,1
1,4,24,3,256.74,0.827,0.423,22,0
1,8,110,0,483.96,1.589,0.195,110,0
2,3,87,2,381.81,3.199,0.346,44,0
2,2,0,4,423.2,3.571,0.737,95,1
1,9,100,3,97.19,3.695,0.659,43,1
2,7,0,2,313.76,1.826,0.778,79,0
3,0,42,0,114.22,1.804,0.073,117,0
2,8,116,6,183.93,1.923,0.58,21,1
0,3,197,4,330.6,1.815,0.932,8,0
1,8,143,4,376.8,2.832,0.108,49,1
1,7,56,7,67.63,0.0,0.094,104,1
1,2,49,6,288.92,0.571,0.717,100,1
0,2,170,0,304.39,2.037,0.315,106,0
1,8,181,0,85.47,1.285,0.659,102,0
2,2,136,6,275.31,0.601,0.545,6,0
1,3,28,1,371.23,2.148,0.986,81,0
1,8,151,7,73.95,1.221,0.889,104,1
1,3,85,2,392.12,2.085,0.678,109,0
2,2,0,6,309.39,1.472,0.262,47,0
0,6,143,6,424.95,2.613,0.262,36,1
0,5,180,3,148.13,3.968,0.882,92,0
0,0,179,3,424.97,2.415,0.585,111,0
2,9,63,2,92.55,0.0,0.789,23,1
1,7,128,7,231.72,3.717,0.45,31,1
2,0,56,5,139.77,1.809,0.103,110,1
0,3,86,3,444.21,1.083,0.333,75,0
1,5,79,1,367.21,1.49,0.161,62,0
2,5,55,5,61.41,1.91,0.782,84,1
3,0,68,1,54.29,2.758,0.701,96,1
3,4,198,4,181.06,0.516,0.088,81,0
2,4,126,3,114.48,3.487,0.621,57,0
0,3,27,6,333.64,0.766,0.874,106,1
1,5,197,5,348.71,3.652,0.697,102,1
3,6,60,0,473.88,3.823,0.511,70,1
2,9,120,5,478.42,3.965,0.312,65,1
0,9,132,6,346.5,3.333,0.887,37,1
2,0,128,4,52.55,0.996,0.423,68,0
4,8,185,1,0.0,2.972,0.855,95,1
3,7,105,4,280.91,1.212,0.783,75,1
1,6,97,0,274.63,3.64,0.816,17,1
3,8,74,3,321.5,1.608,0.99,7,1
0,2,129,2,482.25,1.644,0.749,52,0
3,9,165,1,0.0,3.712,0.034,35,1
1,3,84,4,99.01,0.546,0.205,2,0
1,6,83,2,169.69,0.0,0.035,40,0
4,5,159,3,424.9,1.977,0.19,37,0
2,1,137,6,420.94,2.953,0.061,57,1
5,1,188,2,173.92,2.766,0.502,101,0
3,9,0,3,378.76,2.843,0.028,10,1
2,6,136,3,352.42,3.58,0.473,76,1
0,8,0,3,263.09,0.924,0.899,81,1
2,8,183,4,140.65,0.0,0.749,46,1
2,6,67,6,449.89,3.039,0.944,90,1
1,7,92,3,355.03,2.726,0.227,5,1
3,9,155,2,0.0,2.069,0.531,5,0
1,2,172,6,367.16,0.56,0.319,102,0
0,0,154,0,383.65,0.712,0.494,111,0
3,6,125,0,449.1,0.916,0.557,27,0
4,7,27,4,150.28,1.701,0.036,5,1
1,1,129,3,494.94,0.912,0.233,61,0
1,8,50,7,119.03,1.991,0.705,8,1
3,3,31,6,320.31,0.0,0.773,31,1
0,9,146,0,345.73,3.227,0.569,97,1
1,8,76,4,238.53,3.55,0.271,21,1
5,2,159,1,263.77,1.864,0.405,99,0
0,7,46,0,450.91,2.29,0.096,21,1
2,1,65,7,340.37,3.837,0.953,51,1
0,2,154,7,273.65,2.374,0.869,79,0
1,0,80,1,107.76,3.983,0.066,100,0
4,4,77,0,53.3,0.997,0.166,59,0
4,3,32,6,106.24,3.518,0.581,2,1
0,0,119,2,480.28,0.0,0.232,30,0
7,9,68,0,393.84,0.579,0.934,58,1
2,8,54,7,485.2,3.903,0.756,92,1
2,5,113,6,66.07,3.878,0.273,81,1
1,5,114,0,356.1,1.841,0.006,108,0
3,1,164,6,69.93,3.839,0.799,20,1
0,6,91,0,401.93,0.994,0.424,40,0
1,8,142,1,221.43,2.88,0.642,29,1
0,5,29,5,0.0,1.172,0.287,5,1
1,7,181,6,305.62,0.0,0.143,89,1
0,4,23,0,176.05,3.228,0.675,10,1
0,1,144,6,346.81,1.821,0.45,83,0
0,3,48,2,346.18,0.525,0.235,61,0
3,0,65,5,367.25,1.95,0.138,105,1
1,0,193,5,496.61,1.298,0.58,112,0
2,5,96,0,224.01,2.892,0.726,1,0
1,1,78,2,259.39,1.181,0.284,47,0
1,5,85,5,412.08,3.448,0.735,98,1
1,0,181,3,310.27,1.435,0.183,57,0
1,9,126,0,66.77,0.0,0.338,14,0
1,2,105,0,429.39,1.543,0.745,25,0
5,8,152,0,73.17,2.754,0.66,90,1
0,1,28,0,126.87,0.854,0.271,21,0
1,7,39,7,95.94,2.173,0.122,16,1
1,0,168,3,85.07,1.671,0.042,74,0
2,5,146,1,61.56,3.594,0.838,32,0
1,6,36,7,74.76,0.757,0.075,108,1
1,4,31,4,249.1,3.404,0.115,45,1
3,0,101,2,163.78,1.087,0.238,64,0
1,5,86,0,106.94,0.81,0.446,84,0
0,7,152,0,346.42,1.208,0.79,73,0
1,3,72,5,151.75,0.859,0.247,60,1
1,4,199,0,58.53,2.323,0.544,98,0
3,6,195,5,238.29,3.959,0.09,95,1
1,5,166,1,189.69,0.62,0.465,19,0
2,3,164,6,193.37,2.114,0.178,47,0
2,3,73,4,250.37,1.851,0.211,95,1
0,9,87,6,351.01,1.689,0.367,64,1
2,3,54,6,327.42,1.662,0.761,30,1
0,0,107,0,471.77,3.633,0.744,47,0
0,4,188,4,282.97,0.566,0.415,88,0
1,7,160,7,262.66,3.212,0.119,33,1
2,6,180,7,146.04,1.385,0.281,82,1
3,0,34,1,0.0,1.842,0.505,21,0
2,2,34,0,0.0,1.971,0.869,95,1
1,0,50,5,271.01,1.567,0.968,63,1
1,6,126,2,239.59,0.827,0.637,103,0
2,2,175,6,346.24,0.9,0.351,42,0
0,3,29,7,462.93,1.543,0.693,61,1
2,4,76,1,475.97,3.376,0.336,105,1
3,7,180,4,125.51,0.971,0.625,115,1
2,6,26,0,167.82,3.099,0.244,43,1
2,8,152,3,415.24,1.511,0.267,68,0
0,2,144,3,283.23,3.592,0.075,26,0
0,9,138,1,253.87,1.999,0.42,33,0
2,0,99,7,369.78,1.101,0.618,108,0
0,0,143,3,320.87,3.95,0.789,33,0
5,9,76,7,486.82,1.118,0.81,49,1
0,0,91,2,312.79,2.487,0.992,84,0
0,1,187,1,259.69,2.493,0.088,41,0
2,1,47,0,294.27,1.805,0.493,72,0
2,6,55,0,413.84,0.0,0.521,36,1
0,8,75,1,325.7,3.454,0.805,72,1
1,7,194,3,341.17,3.404,0.266,95,1
2,3,135,3,487.15,3.91,0.069,119,0
2,1,187,0,328.28,2.1,0.314,22,0
2,2,78,2,221.13,0.84,0.984,106,0
1,9,190,5,361.1,3.179,0.899,114,1
4,4,142,3,346.76,1.833,0.395,47,0
4,8,85,2,56.23,1.166,0.876,83,0
0,7,28,0,260.3,2.191,0.033,20,1
1,2,153,3,384.31,3.74,0.314,87,0
0,8,138,5,274.57,1.1,0.727,24,1
1,9,141,1,400.83,3.47,0.221,43,1
2,2,84,4,252.9,1.964,0.198,88,0
3,9,150,0,492.49,0.979,0.862,100,0
0,7,184,1,181.8,3.469,0.616,73,1
1,0,146,0,91.46,3.894,0.989,104,0
4,3,106,5,243.51,1.519,0.135,16,0
2,0,52,0,293.77,0.0,0.356,27,0
2,5,156,4,207.09,1.867,0.311,45,0
4,1,72,4,159.03,3.349,0.88,37,1
1,6,111,5,352.43,0.536,0.255,13,1
2,4,70,5,219.71,1.284,0.353,51,1
2,9,0,3,334.12,2.971,0.143,2,1
3,0,173,0,400.58,1.92,0.775,76,0
0,5,163,6,392.45,1.656,0.238,105,0
1,5,59,6,218.89,3.553,0.068,97,1
1,9,198,7,305.55,3.711,0.435,87,1
2,7,58,3,252.35,3.818,0.391,59,1
0,9,183,0,441.86,1.454,0.178,14,1
2,3,140,1,445.44,3.694,0.134,103,0
2,9,104,1,204.68,3.079,0.897,49,1
1,7,192,2,91.28,1.04,0.068,30,0
2,8,156,4,125.41,2.636,0.099,119,1
2,3,56,6,215.15,0.592,0.245,110,1
1,0,106,6,303.91,2.979,0.953,113,1
2,2,148,4,345.55,0.0,0.085,98,1
1,0,82,3,199.12,3.263,0.816,9,0
2,6,62,2,350.37,1.104,0.892,79,1
0,0,175,7,471.98,0.0,0.378,24,1
0,3,119,5,0.0,1.126,0.294,112,0
0,0,178,2,0.0,3.813,0.677,41,0
0,1,124,0,310.85,2.863,0.703,60,0
1,0,27,3,293.85,0.834,0.78,89,0
3,4,181,0,441.82,1.155,0.831,100,0
1,6,68,5,207.64,2.822,0.268,32,1
2,2,115,6,240.33,2.168,0.687,47,0
0,7,142,1,319.4,3.077,0.135,21,1
1,4,66,0,285.99,1.483,0.511,42,0
2,4,44,2,373.56,2.803,0.613,103,1
0,4,150,1,68.18,1.119,0.162,70,0
2,7,192,4,303.58,2.403,0.077,111,1
2,1,133,3,104.75,3.852,0.195,89,0
0,1,199,7,191.84,2.699,0.421,2,1
1,7,118,2,347.73,0.675,0.888,31,0
2,8,115,4,120.84,3.961,0.532,56,1
3,9,53,5,0.0,1.049,0.748,30,1
2,9,128,6,366.35,3.013,0.174,63,1
1,1,111,2,342.86,2.364,0.106,15,0
0,3,27,1,90.97,1.53,0.24,18,0
0,7,174,0,309.77,1.121,0.314,32,0
2,1,82,1,116.26,1.122,0.548,14,0
1,3,101,3,163.52,3.504,0.881,62,0
1,9,44,6,256.65,3.555,0.426,82,1
1,0,195,3,99.21,2.128,0.519,99,0
1,1,148,2,497.14,0.863,0.005,52,0
1,6,27,1,124.42,3.595,0.033,22,1
0,0,143,0,401.59,0.0,0.084,14,0
3,0,168,5,423.43,2.036,0.699,102,0
2,1,117,3,497.51,1.926,0.486,78,0
2,3,120,0,242.89,1.778,0.193,34,0
1,6,130,4,443.34,2.341,0.593,86,1
0,3,176,2,480.89,2.616,0.545,80,0
2,4,0,0,127.8,2.133,0.089,56,0
2,3,22,2,265.75,3.638,0.64,112,1
2,3,154,4,77.0,1.612,0.767,53,0
3,8,119,0,329.33,2.524,0.287,49,1
3,5,30,6,311.63,1.55,0.687,63,1
1,2,179,0,141.86,3.137,0.2,16,0
0,5,78,5,409.06,0.857,0.757,80,1
0,6,159,4,66.77,1.16,0.912,40,1
4,6,98,7,412.8,3.304,0.442,38,1
2,7,57,6,61.99,1.141,0.245,18,1
2,3,141,6,345.57,2.69,0.399,23,1
2,0,171,1,85.45,3.896,0.25,110,0
1,5,84,7,163.05,2.33,0.001,48,0
0,7,165,0,374.86,1.156,0.65,104,0
4,4,65,5,176.18,1.622,0.043,82,1
3,2,144,0,280.03,3.382,0.21,46,0
4,3,75,5,461.86,1.731,0.722,113,1
2,7,0,6,72.34,3.032,0.666,22,1
2,5,124,3,414.99,3.221,0.073,54,0
1,4,59,0,79.37,2.254,0.66,40,1
2,8,178,1,107.06,3.241,0.931,30,1
1,9,116,0,103.69,1.609,0.075,112,0
4,2,71,0,497.35,2.307,0.416,55,1
2,6,50,4,131.08,2.903,0.729,56,1
4,8,181,2,453.54,1.088,0.668,42,0
1,3,26,4,495.92,1.458,0.227,42,1
1,9,163,1,222.7,2.782,0.163,62,1
0,9,169,3,333.97,0.0,0.784,117,1
0,2,110,3,400.59,2.227,0.956,82,0
0,0,36,3,226.69,3.285,0.768,53,1
3,8,144,5,122.82,2.187,0.963,82,1
2,0,23,4,0.0,3.585,0.605,105,1
2,1,141,7,397.35,3.076,0.929,53,1
2,8,118,2,401.34,1.601,0.69,64,0
0,4,199,6,153.74,1.883,0.909,1,0
0,3,182,6,128.73,2.837,0.162,112,1
1,8,191,2,0.0,3.631,0.816,106,1
1,8,162,6,69.8,1.125,0.197,79,1
2,1,80,5,380.63,2.301,0.027,69,0
1,2,191,0,70.89,0.916,0.518,27,0
1,2,40,0,427.06,1.478,0.318,17,1
0,4,96,2,457.44,2.901,0.044,63,0
3,2,66,2,183.84,0.772,0.98,41,0
2,9,94,7,83.27,2.818,0.666,58,1
3,5,68,7,266.31,3.653,0.902,57,1
2,1,46,0,184.31,0.0,0.999,96,1
1,5,50,4,237.71,1.258,0.392,38,1
1,5,191,4,349.24,3.121,0.255,90,1
3,1,51,1,144.42,3.742,0.184,66,1
3,5,177,7,210.63,0.82,0.515,92,0
0,5,37,4,402.15,1.949,0.606,45,1
2,5,144,3,339.69,3.718,0.472,23,0
2,4,82,7,196.82,1.21,0.387,114,0
0,6,147,7,348.94,3.768,0.168,20,1
2,4,35,3,394.39,2.345,0.442,36,0
3,0,182,7,316.62,0.85,0.085,42,0
1,8,156,7,157.77,2.075,0.865,119,1
2,2,81,1,50.11,1.642,0.047,22,0
3,1,58,2,411.28,0.0,0.381,60,0
2,9,198,7,420.19,2.395,0.1,11,1
1,0,0,1,363.92,2.193,0.775,28,0
1,7,157,0,84.46,2.187,0.313,45,0
2,1,199,1,313.35,0.808,0.113,119,0
3,3,159,1,419.46,3.308,0.531,22,0
1,1,91,5,225.35,2.185,0.916,81,0
2,8,81,3,139.1,3.373,0.909,63,1
2,9,150,0,314.43,3.386,0.25,31,1
2,1,102,5,421.84,0.0,0.72,11,0
3,9,0,0,71.99,0.515,0.03,36,0
2,1,158,1,318.63,3.689,0.132,78,0
2,4,155,7,339.43,3.162,0.499,35,1
1,4,128,5,321.07,0.0,0.229,23,0
0,6,141,5,342.52,2.956,0.798,29,1
0,0,170,0,334.12,0.57,0.931,23,0
1,1,138,0,108.68,0.597,0.004,108,0
5,5,157,4,155.72,2.34,0.233,100,0
3,1,0,6,328.55,0.836,0.44,16,1
4,3,95,0,57.96,3.875,0.563,103,0
1,9,186,5,335.64,3.628,0.916,84,1
1,5,173,2,349.42,2.774,0.892,89,0
2,6,30,0,157.63,0.0,0.637,19,1
0,9,157,0,319.16,1.637,0.257,90,0
1,4,150,4,290.34,1.801,0.783,96,0
1,7,81,3,167.31,2.183,0.203,63,0
1,5,90,6,258.34,1.091,0.965,50,0
1,4,80,3,459.33,2.521,0.006,85,0
2,3,151,0,241.97,2.025,0.57,73,0
3,5,80,0,333.43,3.816,0.088,43,1
0,5,155,4,65.91,3.777,0.408,19,1
1,5,121,6,85.01,2.479,0.635,113,0
2,0,32,0,86.59,2.755,0.69,85,1
1,5,31,5,400.21,0.982,0.786,18,1
2,0,54,5,0.0,1.282,0.593,6,1
1,4,70,0,152.43,3.653,0.251,35,1
3,6,62,5,386.3,2.947,0.889,14,1
3,0,130,0,126.48,1.163,0.811,64,0
2,0,85,5,160.92,2.496,0.16,9,0
0,5,34,2,243.92,3.772,0.827,35,1
1,6,196,1,199.15,1.708,0.973,2,0
3,5,181,7,313.43,1.15,0.637,115,0
1,4,58,2,202.03,3.797,0.282,6,1
1,5,45,1,226.83,2.114,0.607,99,0
1,2,131,1,438.3,1.96,0.343,25,0
2,8,0,1,448.04,1.436,0.676,73,0
2,4,70,2,422.47,3.621,0.545,50,1
3,1,130,6,439.17,0.0,0.929,95,1
1,9,151,1,0.0,1.91,0.618,7,0
2,9,117,7,340.8,0.607,0.214,63,1
1,6,174,6,300.73,2.063,0.725,28,1
2,2,138,2,403.51,1.133,0.301,2,0
2,0,189,7,297.95,1.0,0.272,65,0
2,0,75,4,99.98,1.876,0.392,101,1
0,8,88,7,414.31,0.847,0.012,59,1
1,4,165,1,392.26,3.851,0.969,24,0
0,6,23,2,419.14,0.666,0.532,62,1
1,2,148,2,135.69,1.905,0.773,99,0
3,3,69,6,172.23,0.0,0.258,71,1
2,0,103,2,183.09,2.911,0.747,38,0
1,2,89,0,278.64,0.776,0.567,93,0
2,6,167,6,110.24,2.414,0.424,62,1
2,3,39,6,223.42,3.206,0.971,65,1
2,1,193,0,131.97,3.825,0.494,119,0
0,4,46,1,169.14,2.945,0.657,51,1
1,4,45,5,367.87,0.848,0.015,94,1
1,1,0,4,434.67,0.81,0.301,52,0
1,5,29,5,60.31,3.061,0.889,110,1
1,0,0,1,304.65,1.254,0.759,96,0
0,3,124,3,66.23,2.065,0.537,74,0
0,0,159,3,88.36,3.918,0.9,98,0
1,2,107,7,367.29,3.37,0.486,63,1
1,8,43,4,381.02,3.463,0.567,11,1
0,9,136,6,416.29,3.513,0.382,48,1
3,6,198,4,263.41,2.668,0.62,113,1
2,5,185,4,436.91,3.104,0.319,101,1
2,0,65,0,125.08,1.756,0.385,54,0
1,8,155,0,162.37,3.995,0.966,91,1
0,8,74,3,110.53,1.479,0.111,50,1
2,0,97,4,0.0,2.565,0.105,112,1
0,5,178,7,152.9,1.487,0.043,74,0
1,6,0,2,119.98,0.892,0.32,38,0
1,1,35,5,0.0,2.487,0.398,86,1
2,9,167,3,84.69,1.737,0.095,88,0
1,7,57,4,70.21,2.541,0.549,8,1
0,7,130,2,98.02,2.455,0.583,6,0
2,5,34,4,50.11,2.398,0.751,119,1
0,8,97,6,363.65,0.932,0.976,68,1
2,2,95,0,303.01,0.0,0.619,69,0
2,1,181,2,144.44,3.342,0.112,6,0
0,1,91,6,154.85,1.603,0.089,111,0
2,5,38,5,414.94,0.0,0.778,32,1
1,6,139,1,275.82,2.228,0.65,38,0
1,5,82,6,364.34,3.52,0.162,115,1
0,2,124,0,253.74,2.795,0.253,57,0
4,0,51,3,156.97,0.851,0.75,84,0
2,7,129,4,486.68,3.528,0.566,104,1
3,5,184,3,304.54,3.412,0.585,109,0
2,1,26,0,108.94,3.138,0.21,100,1
3,0,0,4,232.74,2.131,0.629,64,1
2,7,158,1,198.2,3.151,0.771,54,1
0,3,106,2,0.0,2.176,0.885,113,0
2,0,50,2,470.05,3.078,0.737,14,1
1,1,191,4,446.41,3.58,0.576,64,1
1,3,64,1,139.62,3.617,0.673,50,1
3,6,75,4,208.47,2.091,0.485,47,1
0,1,179,4,393.04,3.508,0.227,54,1
3,5,168,7,143.83,0.855,0.882,19,0
2,1,50,6,316.2,0.856,0.533,75,1
1,6,20,4,364.91,2.419,0.594,39,1
2,1,158,2,344.29,2.781,0.99,65,0
2,2,0,7,367.88,1.035,0.985,99,0
2,8,87,5,368.01,2.153,0.586,83,1
0,3,55,4,484.16,0.83,0.034,60,1
1,4,98,2,205.92,2.607,0.396,33,0
0,8,86,0,445.37,3.493,0.937,32,1
1,6,70,1,59.81,3.082,0.288,36,1
3,7,176,0,179.69,1.824,0.999,24,0
1,2,149,4,71.9,3.978,0.084,43,1
3,3,25,2,343.04,2.82,0.568,71,1
0,6,178,1,0.0,3.353,0.515,71,1
1,3,73,0,430.57,2.844,0.255,46,1
1,1,107,1,340.97,3.963,0.949,47,0
4,9,187,1,62.97,3.375,0.619,69,1
4,5,164,7,371.65,2.318,0.23,14,0
1,8,24,4,437.92,1.784,0.384,45,1
1,1,21,6,347.5,2.888,0.721,52,1
3,0,77,0,63.74,2.566,0.298,90,1
1,7,31,0,436.06,2.703,0.88,118,1
1,0,24,7,379.61,1.701,0.166,50,1
2,0,125,3,220.3,2.001,0.265,65,0
1,2,188,4,197.88,2.453,0.145,77,0
2,4,167,1,265.92,3.437,0.104,64,0
0,8,148,6,440.2,3.17,0.3,23,1
1,9,75,5,163.43,0.915,0.999,84,1
1,1,89,0,95.43,1.359,0.094,71,0
0,0,75,0,439.09,0.593,0.213,70,0
1,0,73,2,61.83,0.528,0.272,59,0
